com.groupdocs/groupdocs-conversion
systems.manifold/manifold-all
io.kubernetes/client-java-proto
com.signalfx.public/signalfx-commons-protoc-java
io.kamon/kamon-agent
io.github.valters/xsdiff-app
org.bonitasoft.engine/bonita-server
com.thinkbiganalytics.kylo.plugins/kylo-search-elasticsearch-rest
org.modelmapper/modelmapper
com.gu/content-api-models-scala
net.snowflake/snowflake-ingest-sdk
io.laniakia/glitchKernel
ma.glasnost.orika/orika-tests
net.guerlab/sdk-alipay-core
com.talanlabs/sonar-gate-breaker
org.sonarsource.javascript/sonar-javascript-plugin
com.orientechnologies/orientdb-core
org.esbtools.auth/jboss-cert-ldap-login-module
com.stimulsoft/stimulsoft-reports-report
gov.nih.nlm.nls.lvg/lvgdist
org.snapscript/snap-all
de.sciss/weblaf-ui
org.voltdb/voltdbclient
org.visallo/visallo-web-structured-ingest-parquet
io.druid.extensions/druid-protobuf-extensions
com.bazaarvoice.auth/jersey-hmac-auth-cli
org.kill-bill.billing/killbill-platform-osgi-bundles-test-payment
com.qubole.rubix/rubix-spi
org.emmalanguage/emma-language
org.jacorb/jacorb-omgapi
org.sonarsource.sonarqube/sonar-server
org.spincast/spincast-shaded-dependencies
com.kenticocloud/delivery-sdk-android
com.typesafe.play/shaded-asynchttpclient
io.split.client/java-client
tech.feldman.forgekt/ForgeKt
au.id.ajlane.scheduler/scheduler
org.zaproxy/zap
com.maojianwei.maocloud/maocloud-monitor-raspberry
org.opencms/opencms-gwt
com.sqlapp/sqlapp-core
com.skadistats/clarity-protobuf
com.tencent.angel/angel-ps-core
javax/javaee-api
net.sf.saxon/Saxon-HE
org.hawkular.apm/hawkular-apm-agent
com.github.karamelsoft.testing/data-driven-testing-database
com.goldmansachs.reladomo/reladomo
com.landawn/abacus-android-se
com.davidbracewell/mango
com.aliyun.phoenix/ali-phoenix-core
com.jblur/id-generator
org.typelevel/scala-library
org.basex/basex
org.bidib.jbidib/bidibwizard
com.twilio.sdk/twilio
org.broadinstitute/gatk
com.panayotis/xmlvm
com.stimulsoft/reports-report
org.cacheonix/cacheonix-core
com.github.visket/alipay-java-sdk
com.sun.xml.bind/jaxb-osgi
com.qubole.rubix/rubix-presto
com.qubole.rubix/rubix-bookkeeper
com.netflix.awsobjectmapper/awsobjectmapper
com.yonyou.agent.android/class-rewriter
io.virtdata/metagen-api
co.cask.cdap/cdap-etl-tools
com.google.template/soy
tech.aroma/aroma-thrift
eu.hexagonmc/spigot-gradle
uk.ac.ebi.ena.sequence/embl-api-validator
org.tensorflow/libtensorflow
com.ibm.stocator/stocator
com.networkbench/tingyun-ea-agent-android-class-rewriter
com.github.karamelsoft.testing/data-driven-testing-xml
com.google.guava/guava
com.aliyun.hbase/alihbase-server
nl.jqno.equalsverifier/equalsverifier
com.github.jsonld-java/jsonld-java
net.sourceforge.owlapi/owlapi-osgidistribution
net.sourceforge.owlapi/owlapi-distribution
org.orienteer/orienteer-standalone
com.vk.api/sdk
org.immutables/value-fixture
org.camunda.spin/camunda-spin-dataformat-all
com.oracle.kv/oracle-nosql-client
org.sonarsource.python/sonar-python-plugin
org.testifyproject.external/external-bytebuddy
org.testifyproject.external/external-guava
com.github.equella.reporting/birt-api
com.github.sylvainlaurent.jdbcperflogger/jdbc-perf-logger-agent
com.datasift.client/datasift-java
com.typesafe.sbt/incremental-compiler
org.tros/docking-frames-core
com.testingbot/TestingBotTunnel
org.actframework/act
edu.stanford.nlp/stanford-parser
org.jboss.weld.servlet/weld-servlet-shaded
org.immutables/value
com.couchbase.mock/CouchbaseMock
org.yamcs/yamcs-api
com.prowidesoftware/pw-swift-core
com.mebigfatguy.yank/yank
org.jboss.weld.se/weld-se-shaded
com.github.gianttreelp/bukkitdependencyloader
com.helger/peppol-sml-client-swing
cz.seznam.euphoria/shaded-guava
com.appscode.api/java-client
com.heliosapm.utils/heliosutils
de.gurkenlabs/litiengine
no.tornado/tornadofx
org.ligoj.plugin/plugin-scm-git
io.snappydata/gemfire-junit
org.hawkular.apm/hawkular-apm-performance-server
com.here.account/here-oauth-client-example
com.soasta.touchtest/touchtest-plugin
com.aliyun.openservices/tablestore
com.cloudera.livy/livy-client-http
org.sonarsource.sonarqube/sonar-ws
org.wildfly.security/wildfly-elytron
org.jboss.gwt.elemento/elemento-template
org.trustedanalytics/hadoop-admin-tools
com.javarepl/javarepl
org.openstreetmap.atlas/atlas
de.mhus.ports/vaadin-shared-deps
com.github.psnrigner/discord-rpc-java
org.mongodb/mongo-java-driver
jp.nephy/penicillin
org.mil-oss/fgsms-osagent
org.sonarsource.dotnet/sonar-csharp-plugin
io.netty/netty-all
com.google.errorprone/javac
org.codelibs/elasticsearch-querybuilders
net.sourceforge.jmol/jmol
name.remal/common
io.smartcat/cassandra-diagnostics-driver-connector
com.graphql-java/graphql-java
com.google.errorprone/javac-shaded
javax/javaee-web-api
io.github.kohsah/akomantoso-lib
hr.ngs.templater/templater
com.github.mynlp/jigg
com.arpnetworking.metrics.extras/apache-http-sink-extra
io.github.goodees/payara-logback-libs
org.vivoweb/vitro-api
org.orekit/orekit
com.yahoo.pulsar/pulsar-storm
com.alibaba/druid
com.xiaomi.infra.galaxy/galaxy-emq-client
net.corda/corda-node
org.sonarsource.xml/sonar-xml-plugin
com.jpaulmorrison/javafbp-websockets
org.bidib.com.jidesoft/jide-grids
com.sun.xml.ws/jaxws-rt
com.gu/content-api-models-json
uk.ac.gate/gate-core
org.hyperledger.fabric-sdk-java/fabric-sdk-java
io.undertow/undertow-core
io.split.api/java-api
com.appscode.api/appscode-api-java-client
net.thisptr/java-influxdb-metrics-agent
org.opentripplanner/otp
io.druid/druid-processing
com.tinkerforge/tinkerforge
gov.sandia.foundry/cognitive-foundry
com.github.binarywang/weixin-java-osgi
org.junit.platform/junit-platform-console-standalone
org.opensourcebim/bimql
com.sensorsdata.analytics.javasdk/SensorsAnalyticsSDK
enterprises.orbital.eve.esi/client
it.dontesta.labs.liferay.salesforce.client.soap/salesforce-client-soap
com.kaltura/KalturaOttApiClient
uk.co.rgordon/oddjob
com.arpnetworking.metrics.extras/file-sink-extra
org.tonicsoft.ebay/ebaysdkcore
io.github.bedwarsrel/BedwarsRel
org.visallo/visallo-client-api
org.reactivemongo/reactivemongo-shaded
net.kieker-monitoring/kieker
org.jboss.weld/weld-osgi-bundle
org.scala-lang/scala-reflect
com.google.api-ads/adwords-appengine
com.dyuproject.protostuffdb/protostuffdb-recipe
com.sun.xml.ws/rt
com.google.apis/google-api-services-compute
nz.ac.waikato.cms.moa/moa
com.phloc/phloc-commons
org.sonarsource.scm.git/sonar-scm-git-plugin
com.urbanairship/java-client
org.modeshape/modeshape-client
de.dentrassi.kura.addons/milo-wrapper
com.ontotext.graphdb/graphdb-free-runtime
org.xyro/kumulus
com.github.wmixvideo/nfe
io.vitess/vitess-grpc-client
com.github.hermannpencole/nifi-swagger-client
org.modeshape/modeshape-jcr
org.ehcache/ehcache-clustered
com.hazelcast/hazelcast-client-protocol
com.datastax.cassandra/dse-driver
com.github.pjfanning/xmlbeans
com.cezarykluczynski.stapi/stapi-client
org.hawkular.agent/hawkular-agent-command-cli
org.hawkular.agent/hawkular-wildfly-agent-command-cli
io.github.scouter-project/scouter-agent-java
com.solidfire/solidfire-sdk-java
com.github.dcsolutions.kalinka/kalinka-activemq-plugin
org.typelevel/scala-reflect
de.hasait.genesis/genesis-scriptgen
de.hasait.genesis/genesis-metagen
com.twineworks/tweakflow
org.wildfly.security/wildfly-elytron-tool
org.eclipse.milo/stack-core
org.redisson/redisson
org.yamcs/yamcs-core
org.primefaces/primefaces
com.marklogic/marklogic-client-api
org.eclipse.collections/eclipse-collections-api
org.codenarc/CodeNarc
com.sun.grizzly/grizzly-http-servlet-deployer
io.github.scouter-project/scouter-server
net.thisptr/jackson-jq-cli
net.sourceforge.htmlunit/htmlunit
org.nutz/nutz
com.aliyun/aliyun-java-sdk-mts
net.aequologica.neo/buildhub-cli
com.github.vsonnier/hppcrt
com.aliyun.hbase/alihbase-thrift
io.vitess/vitess-client
it.netgrid/bauer-ffmq
com.opsgenie.oas/opsgenie-sdk-swagger
com.sxtanna.database/Kuery
com.bitmovin.api/bitmovin-java
com.hurence.logisland/logisland-utils
org.scala-sbt/launcher
org.scala-sbt/sbt-launch
org.wicketstuff/wicketstuff-bundle
com.mozu/mozu-api-core
org.hawkular.apm/hawkular-apm-agent-opentracing
net.sf.ehcache/ehcache
org.bidib.jbidib/bidibwizard-installer
com.dyuproject.fbsgen.ds/fbsgen-ds-fatjar
org.lwjgl/lwjgl-vulkan
edu.jhu.hlt/concrete-core
org.jodd/jodd-all
org.ovirt.engine.api/model
com.agifac.lib/app-framework
org.gosu-lang.gosu/gosu-core-api
org.litote.kmongo/kmongo-core-tests
com.actelion.research/orbit-image-analysis
org.talend.esb.auxiliary.storage/auxiliary-storage-persistence-jcr
org.evosuite/evosuite-client
com.alibaba.csb.sdk/http-client
com.ibm.event/ibm-event-desktop
org.tinymediamanager/tinyMediaManager
io.logz.logback/logzio-logback-appender
com.google.api-ads/adwords-axis
org.ojalgo/ojalgo
org.jpedal/OpenViewerFX
org.springframework.data/spring-data-mongodb
com.helpshift/android-helpshift-en-sdk
com.aliyun.hbase/alihbase-protocol
org.mule.runtime/mule-core
org.ehcache/ehcache
net.sf.mpxj/mpxj
io.cucumber/cucumber-java
org.snapscript/snap
org.keycloak/keycloak-services
org.codelibs.fess/fess
org.freemarker/freemarker-gae
org.freemarker/freemarker
com.google.gwt/gwt-elemental
com.centurylink.mdw/mdw-common
com.aliyun/aliyun-java-sdk-ecs
lv.ailab.morphology/tagger
com.github.rvesse/airline-examples
org.icefaces/icefaces-ace
com.sun.xml.bind/jaxb-xjc
org.mule.tests/mule-tests-runner
org.mongodb/mongodb-driver-core
org.rundeck/rundeck-core
com.wallee/wallee-java-sdk
com.aerospike/aerospike-helper-java
com.github.galigator.openllet/openllet-distribution
com.github.zjzcn/esbatis
org.activiti/activiti-engine
org.umlg/test-restlet
org.bidib.com.jidesoft/jide-common
org.optaplanner/optaplanner-core
org.mapstruct/mapstruct-processor
io.snappydata/snappydata-store-hydra-tests
com.aol.simplereact/cyclops-react
io.logz.sender/logzio-sender
ai.grakn/grakn-engine
com.mindoo.domino/domino-jna
com.testautomationguru.pdfutil/pdf-util
io.aeron/aeron-all
co.cask.cdap/cdap-app-fabric
org.leapframework/leap-lang
org.questdb/questdb-core
net.sf.proguard/proguard-base
se.skltp.adapterservices.se.apotekensservice/ApSeMedicalServicesAdapterIC-Schemas
com.tencent.angel/spark-on-angel-mllib
org.kuali.rice/rice-impl
com.helpshift/android-helpshift-sdk
com.ning.billing/recurly-java-library
org.abcl/abcl
org.flowable/flowable-engine
org.encog/encog-core
com.silicolife.textmining/core
org.telegram/telegramapi
org.jboss.weld/weld-core-impl
com.hashmapinc.tempus/WitsmlObjects
org.springframework.data/spring-data-redis
com.soywiz/korio
io.lettuce/lettuce-core
com.google.auto.value/auto-value
pl.wendigo/chrome-reactive-kotlin
org.gridkit.jvmtool/sjk-plus
com.rosette.elasticsearch/rosette-elasticsearch-plugin
org.gridkit.jvmtool/sjk
org.membrane-soa/service-proxy-core
com.helpshift/android-helpshift-support-sdk
org.singledog/mybatis-jpa
org.singledog/mybatis-jpa
com.jidesoft/jide-oss
com.badlogicgames.gdx/gdx
io.nextflow/nextflow
org.snapscript/snap-external
com.adyen/adyen-java-api-library
org.jboss.weld/weld-core
com.amap.api/navi-test-all
org.opensourcebim/charting
cn.org.awcp/awcp-jflow-core
com.aliyun/aliyun-java-sdk-cdn
com.opengamma.strata/strata-product
net.hasor/hasor-rsf
ru.curs/celesta
com.dyuproject.fbsgen/fbsgen-fatjar
com.docusign/docusign-esign-java
com.infotel.seleniumRobot/core
com.github.samtools/htsjdk
org.tensorflow/proto
com.esri.geoevent.sdk/geoevent-sdk
com.edwardraff/JSAT
com.sibvisions.jvx/jvxserver
com.sibvisions.jvx/jvxall
com.alibaba/dubbo
com.servicerocket.confluence.plugin/servicerocket-utility-library
io.reactivex/rxjava
com.github.steveash.mallet/mallet
net.sourceforge.dynamicreports/dynamicreports-core
net.corda/corda-core
org.jboss.narayana.jts/narayana-jts-idlj
com.android.tools.build/gradle-core
com.solacesystems/sol-jms
mysql/mysql-connector-java
org.entando.entando/entando-engine
net.finmath/finmath-lib
org.mybatis/mybatis
